ENCERRAMENTO;UF;MUNICIPIO;QTE;ATIVIDADE
25/09/2021;GO;APARECIDA DE GOIANIA;2;REMANEJAMENTO - BL
25/09/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
25/09/2021;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
25/09/2021;MG;BELO HORIZONTE;6;REMANEJAMENTO - BL E VOIP
25/09/2021;MG;BETIM;1;REMANEJAMENTO - BL E VOIP
25/09/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - VOIP
25/09/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
25/09/2021;MG;SETE LAGOAS;3;REMANEJAMENTO - BL E VOIP
25/09/2021;PI;TERESINA;1;REMANEJAMENTO - VOIP
25/09/2021;PR;COLOMBO;2;REMANEJAMENTO - BL E VOIP
25/09/2021;PR;MARINGA;5;REMANEJAMENTO - BL E VOIP
25/09/2021;RJ;CABO FRIO;1;REMANEJAMENTO - VOIP
25/09/2021;RJ;NITEROI;5;REMANEJAMENTO - BL E VOIP
25/09/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
25/09/2021;RJ;RIO DE JANEIRO;4;REMANEJAMENTO - BL
25/09/2021;RJ;SAO JOAO DE MERITI;1;REMANEJAMENTO - BL E VOIP E IPTV
25/09/2021;RN;NATAL;1;REMANEJAMENTO - BL
25/09/2021;RR;BOA VISTA;2;REMANEJAMENTO - BL
25/09/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
25/09/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - BL E VOIP E IPTV
25/09/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
25/09/2021;RS;VIAMAO;1;REMANEJAMENTO - VOIP
25/10/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL E VOIP
25/10/2021;AM;MANAUS;4;REMANEJAMENTO - BL E VOIP
25/10/2021;DF;BRASILIA;1;REMANEJAMENTO - VOIP
25/10/2021;ES;CARIACICA;3;REMANEJAMENTO - BL
25/10/2021;ES;SERRA;2;REMANEJAMENTO - BL E VOIP
25/10/2021;GO;APARECIDA DE GOIANIA;2;REMANEJAMENTO - BL
25/10/2021;GO;GOIANIA;5;REMANEJAMENTO - BL
25/10/2021;MG;BETIM;2;REMANEJAMENTO - BL E VOIP
25/10/2021;MG;MONTES CLAROS;2;REMANEJAMENTO - BL E VOIP
25/10/2021;MG;RIBEIRAO DAS NEVES;1;REMANEJAMENTO - VOIP
25/10/2021;MT;CUIABA;1;REMANEJAMENTO - BL
25/10/2021;MT;RONDONOPOLIS;1;REMANEJAMENTO - BL E VOIP
25/10/2021;PE;CARUARU;2;REMANEJAMENTO - BL E VOIP
25/10/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL
25/10/2021;PR;CURITIBA;9;REMANEJAMENTO - BL E VOIP
25/10/2021;PR;MARINGA;8;REMANEJAMENTO - BL E VOIP
25/10/2021;RJ;CAMPOS DOS GOYTACAZES;3;REMANEJAMENTO - BL E VOIP
25/10/2021;RJ;DUQUE DE CAXIAS;2;REMANEJAMENTO - VOIP
25/10/2021;RJ;SAO GONCALO;1;REMANEJAMENTO - BL
25/10/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - VOIP
25/10/2021;RS;CAXIAS DO SUL;6;REMANEJAMENTO - BL E VOIP
25/10/2021;RS;PORTO ALEGRE;2;REMANEJAMENTO - BL E VOIP
25/10/2021;RS;VIAMAO;1;REMANEJAMENTO - BL
25/11/2021;BA;BARREIRAS;1;REMANEJAMENTO - BL
25/11/2021;CE;FORTALEZA;6;REMANEJAMENTO - BL E VOIP
25/11/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
25/11/2021;GO;APARECIDA DE GOIANIA;10;REMANEJAMENTO - BL E VOIP
25/11/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - VOIP
25/11/2021;MG;CAXAMBU;1;REMANEJAMENTO - BL E VOIP
25/11/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - IPTV
25/11/2021;MS;DOURADOS;3;REMANEJAMENTO - BL E VOIP
25/11/2021;PI;PARNAIBA;5;REMANEJAMENTO - BL E VOIP
25/11/2021;PR;MARINGA;2;REMANEJAMENTO - VOIP
25/11/2021;PR;PINHAIS;2;REMANEJAMENTO - BL E VOIP
25/11/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL E VOIP E IPTV
25/11/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL E VOIP
25/11/2021;RJ;CASIMIRO DE ABREU;1;REMANEJAMENTO - BL
25/11/2021;RJ;MESQUITA;1;REMANEJAMENTO - BL
25/11/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - BL E IPTV
25/11/2021;RN;NATAL;1;REMANEJAMENTO - BL E VOIP
25/11/2021;RR;BOA VISTA;3;REMANEJAMENTO - BL E VOIP
25/11/2021;RS;ALVORADA;6;REMANEJAMENTO - BL E VOIP
25/11/2021;RS;PASSO FUNDO;2;REMANEJAMENTO - BL E VOIP
25/11/2021;SE;ARACAJU;1;REMANEJAMENTO - BL E VOIP
25/12/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP
25/12/2021;MG;BETIM;1;REMANEJAMENTO - BL
25/12/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL
25/12/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP E IPTV
26/01/2021;DF;BRASILIA;4;REMANEJAMENTO - BL
26/01/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - BL E IPTV
26/01/2021;MG;JUIZ DE FORA;1;REMANEJAMENTO - BL E VOIP E IPTV
26/01/2021;MG;UBA;1;REMANEJAMENTO - BL E VOIP
26/01/2021;MG;VARGINHA;2;REMANEJAMENTO - BL E VOIP
26/01/2021;MT;SINOP;1;REMANEJAMENTO - BL
26/01/2021;PE;OLINDA;1;REMANEJAMENTO - BL
26/01/2021;PE;RECIFE;2;REMANEJAMENTO - BL E VOIP
26/01/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL E VOIP E IPTV
26/01/2021;RJ;CABO FRIO;6;REMANEJAMENTO - BL E VOIP
26/01/2021;RJ;DUQUE DE CAXIAS;4;REMANEJAMENTO - BL
26/01/2021;RJ;NILOPOLIS;2;REMANEJAMENTO - BL
26/01/2021;RJ;NOVA IGUACU;3;REMANEJAMENTO - BL E VOIP
26/01/2021;RJ;PETROPOLIS;7;REMANEJAMENTO - BL E VOIP
26/01/2021;RJ;RIO DE JANEIRO;3;REMANEJAMENTO - IPTV
26/01/2021;RJ;SAO JOAO DE MERITI;7;REMANEJAMENTO - BL E VOIP
26/01/2021;RJ;TERESOPOLIS;1;REMANEJAMENTO - BL
26/01/2021;RS;ALVORADA;2;REMANEJAMENTO - BL E VOIP
26/01/2021;RS;PELOTAS;2;REMANEJAMENTO - VOIP
26/01/2021;SC;TUBARAO;2;REMANEJAMENTO - BL E VOIP
26/01/2022;BA;BARREIRAS;1;REMANEJAMENTO - BL E VOIP E IPTV
26/01/2022;BA;ITABUNA;1;REMANEJAMENTO - BL
26/01/2022;BA;JUAZEIRO;1;REMANEJAMENTO - BL E VOIP
26/01/2022;BA;TEIXEIRA DE FREITAS;2;REMANEJAMENTO - BL E VOIP
26/01/2022;GO;ANAPOLIS;1;REMANEJAMENTO - BL
26/01/2022;MG;BELO HORIZONTE;10;REMANEJAMENTO - BL E VOIP
26/01/2022;MG;GOVERNADOR VALADARES;2;REMANEJAMENTO - BL E VOIP
26/01/2022;MG;SETE LAGOAS;2;REMANEJAMENTO - BL E VOIP
26/01/2022;PA;BELEM;1;REMANEJAMENTO - BL E VOIP E IPTV
26/01/2022;PR;COLOMBO;8;REMANEJAMENTO - BL E VOIP
26/01/2022;PR;PIRAQUARA;2;REMANEJAMENTO - BL E VOIP
26/01/2022;RJ;NITEROI;2;REMANEJAMENTO - BL E VOIP
26/01/2022;RJ;RIO DE JANEIRO;8;REMANEJAMENTO - BL
26/01/2022;RS;ALVORADA;2;REMANEJAMENTO - BL
26/01/2022;RS;CANOAS;2;REMANEJAMENTO - BL E VOIP
26/01/2022;RS;SAO LEOPOLDO;1;REMANEJAMENTO - VOIP
26/01/2022;SC;FLORIANOPOLIS;3;REMANEJAMENTO - BL
26/01/2022;SC;ITAJAI;3;REMANEJAMENTO - BL E VOIP
26/02/2021;BA;JEQUIE;1;REMANEJAMENTO - VOIP
26/02/2021;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - BL
26/02/2021;MA;SAO LUIS;3;REMANEJAMENTO - BL
26/02/2021;MG;GOVERNADOR VALADARES;2;REMANEJAMENTO - BL E VOIP
26/02/2021;MG;SETE LAGOAS;2;REMANEJAMENTO - BL E VOIP
26/02/2021;PE;OLINDA;3;REMANEJAMENTO - BL E VOIP
26/02/2021;PE;RECIFE;2;REMANEJAMENTO - BL
26/02/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL
26/02/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
26/02/2021;RS;ALVORADA;2;REMANEJAMENTO - BL
26/02/2021;RS;PELOTAS;1;REMANEJAMENTO - BL E VOIP
26/03/2021;AM;MANAUS;8;REMANEJAMENTO - BL E VOIP
26/03/2021;BA;ITABUNA;1;REMANEJAMENTO - BL
26/03/2021;BA;SALVADOR;4;REMANEJAMENTO - BL
26/03/2021;CE;FORTALEZA;3;REMANEJAMENTO - BL
26/03/2021;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - BL E VOIP
26/03/2021;DF;BRASILIA;9;REMANEJAMENTO - BL
26/03/2021;GO;APARECIDA DE GOIANIA;3;REMANEJAMENTO - BL
26/03/2021;GO;GOIANIA;1;REMANEJAMENTO - VOIP
26/03/2021;MG;DIVINOPOLIS;1;REMANEJAMENTO - BL E VOIP
26/03/2021;MG;MONTES CLAROS;6;REMANEJAMENTO - BL E VOIP
26/03/2021;MG;VARGINHA;3;REMANEJAMENTO - BL E VOIP
26/03/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL
26/03/2021;PE;RECIFE;4;REMANEJAMENTO - BL E VOIP
26/03/2021;PR;CASCAVEL;1;REMANEJAMENTO - VOIP
26/03/2021;PR;SAO JOSE DOS PINHAIS;5;REMANEJAMENTO - BL
26/03/2021;RJ;ANGRA DOS REIS;3;REMANEJAMENTO - BL E VOIP
26/03/2021;RJ;NOVA IGUACU;4;REMANEJAMENTO - BL E VOIP
26/03/2021;RJ;PETROPOLIS;5;REMANEJAMENTO - BL E VOIP
26/03/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - IPTV
26/03/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP E IPTV
26/03/2021;RJ;SAO JOAO DE MERITI;5;REMANEJAMENTO - BL E VOIP
26/03/2021;RJ;VOLTA REDONDA;4;REMANEJAMENTO - BL E VOIP
26/03/2021;RS;CANOAS;5;REMANEJAMENTO - BL E VOIP
26/03/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - BL
26/03/2021;RS;PELOTAS;1;REMANEJAMENTO - BL E VOIP
26/03/2021;RS;PORTO ALEGRE;6;REMANEJAMENTO - BL E VOIP
26/03/2021;SC;ITAJAI;1;REMANEJAMENTO - VOIP
26/03/2021;SC;TUBARAO;1;REMANEJAMENTO - BL E VOIP
26/04/2021;AM;MANAUS;4;REMANEJAMENTO - BL
26/04/2021;BA;TEIXEIRA DE FREITAS;1;REMANEJAMENTO - BL E VOIP
26/04/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
26/04/2021;ES;VITORIA;1;REMANEJAMENTO - BL
26/04/2021;GO;GOIANIA;4;REMANEJAMENTO - BL E VOIP
26/04/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
26/04/2021;MG;DIVINOPOLIS;2;REMANEJAMENTO - BL
26/04/2021;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
26/04/2021;MG;SETE LAGOAS;4;REMANEJAMENTO - BL E VOIP
26/04/2021;MT;CUIABA;1;REMANEJAMENTO - BL E VOIP
26/04/2021;PR;CASCAVEL;4;REMANEJAMENTO - BL E VOIP
26/04/2021;RJ;ANGRA DOS REIS;2;REMANEJAMENTO - BL
26/04/2021;RJ;RIO DE JANEIRO;7;REMANEJAMENTO - BL
26/04/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
26/04/2021;RS;ALVORADA;1;REMANEJAMENTO - BL
26/04/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - BL
26/04/2021;RS;SANTA MARIA;2;REMANEJAMENTO - BL E VOIP
26/04/2021;RS;VIAMAO;5;REMANEJAMENTO - BL E VOIP
26/04/2021;SC;BLUMENAU;11;REMANEJAMENTO - BL E VOIP
26/04/2021;SC;LAGES;1;REMANEJAMENTO - VOIP
26/05/2021;BA;JUAZEIRO;4;REMANEJAMENTO - BL E VOIP
26/05/2021;CE;JUAZEIRO DO NORTE;1;REMANEJAMENTO - BL
26/05/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
26/05/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
26/05/2021;MG;BELO HORIZONTE;10;REMANEJAMENTO - BL E VOIP
26/05/2021;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - BL E VOIP
26/05/2021;MG;PATROCINIO;2;REMANEJAMENTO - BL E VOIP
26/05/2021;MG;SETE LAGOAS;1;REMANEJAMENTO - BL E VOIP
26/05/2021;MS;CAMPO GRANDE;1;REMANEJAMENTO - VOIP
26/05/2021;MS;DOURADOS;2;REMANEJAMENTO - BL
26/05/2021;PR;COLOMBO;1;REMANEJAMENTO - BL E VOIP
26/05/2021;PR;MARINGA;2;REMANEJAMENTO - BL E VOIP
26/05/2021;PR;PINHAIS;1;REMANEJAMENTO - BL
26/05/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP
26/05/2021;RJ;NITEROI;4;REMANEJAMENTO - BL E VOIP
26/05/2021;RJ;RIO DE JANEIRO;4;REMANEJAMENTO - BL
26/05/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
26/05/2021;RS;ALVORADA;1;REMANEJAMENTO - BL
26/05/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
26/05/2021;RS;PELOTAS;5;REMANEJAMENTO - BL E VOIP
26/05/2021;RS;PORTO ALEGRE;7;REMANEJAMENTO - BL E VOIP
26/05/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL
26/05/2021;SP;SAO PAULO;1;REMANEJAMENTO - BL E VOIP
26/06/2021;AC;RIO BRANCO;2;REMANEJAMENTO - BL E VOIP
26/06/2021;AM;MANAUS;7;REMANEJAMENTO - BL E VOIP
26/06/2021;BA;JEQUIE;1;REMANEJAMENTO - BL E VOIP
26/06/2021;BA;SALVADOR;1;REMANEJAMENTO - VOIP
26/06/2021;DF;BRASILIA;2;REMANEJAMENTO - VOIP
26/06/2021;GO;APARECIDA DE GOIANIA;4;REMANEJAMENTO - BL
31/05/2021;SC;BLUMENAU;1;REMANEJAMENTO - BL
31/07/2021;BA;JEQUIE;1;REMANEJAMENTO - BL
31/07/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
31/07/2021;MA;SAO LUIS;1;REMANEJAMENTO - VOIP
31/07/2021;MG;ARAGUARI;1;REMANEJAMENTO - VOIP
31/07/2021;MG;BELO HORIZONTE;12;REMANEJAMENTO - BL E VOIP
31/07/2021;MG;BELO HORIZONTE;2;REMANEJAMENTO - VOIP
31/07/2021;MS;DOURADOS;1;REMANEJAMENTO - BL E VOIP E IPTV
31/07/2021;PA;BELEM;1;REMANEJAMENTO - IPTV
31/07/2021;PA;MARABA;1;REMANEJAMENTO - BL E VOIP
31/07/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL E VOIP
31/07/2021;PE;CARUARU;1;REMANEJAMENTO - BL E VOIP
31/07/2021;RJ;BARRA DO PIRAI;1;REMANEJAMENTO - BL E VOIP
31/07/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL E VOIP E IPTV
31/07/2021;RJ;NITEROI;1;REMANEJAMENTO - BL E VOIP
31/07/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
31/07/2021;RJ;RIO DE JANEIRO;23;REMANEJAMENTO - BL E VOIP
31/07/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
31/08/2021;AM;MANAUS;6;REMANEJAMENTO - BL E VOIP
31/08/2021;BA;LAURO DE FREITAS;1;REMANEJAMENTO - BL E VOIP
31/08/2021;BA;VITORIA DA CONQUISTA;1;REMANEJAMENTO - BL E VOIP
31/08/2021;CE;FORTALEZA;2;REMANEJAMENTO - BL
31/08/2021;GO;APARECIDA DE GOIANIA;2;REMANEJAMENTO - BL
31/08/2021;MG;CONTAGEM;1;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;DIVINOPOLIS;3;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;NOVA LIMA;1;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;POCOS DE CALDAS;1;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;SETE LAGOAS;3;REMANEJAMENTO - BL E VOIP
31/08/2021;MG;UBA;1;REMANEJAMENTO - BL E VOIP
31/08/2021;MS;CAMPO GRANDE;3;REMANEJAMENTO - BL E VOIP
31/08/2021;MT;CUIABA;1;REMANEJAMENTO - BL E VOIP
31/08/2021;PB;JOAO PESSOA;1;REMANEJAMENTO - BL
31/08/2021;PE;CARUARU;1;REMANEJAMENTO - BL
31/08/2021;PR;PARANAGUA;1;REMANEJAMENTO - BL
31/08/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - BL E VOIP E IPTV
31/08/2021;RJ;ANGRA DOS REIS;3;REMANEJAMENTO - BL E VOIP
31/08/2021;RJ;ITAGUAI;1;REMANEJAMENTO - BL E VOIP
31/08/2021;RJ;PETROPOLIS;2;REMANEJAMENTO - BL E VOIP
31/08/2021;RJ;QUEIMADOS;2;REMANEJAMENTO - BL
31/08/2021;RJ;SAO JOAO DE MERITI;11;REMANEJAMENTO - BL E VOIP
31/08/2021;RJ;VOLTA REDONDA;2;REMANEJAMENTO - BL E VOIP
31/08/2021;RS;ALVORADA;6;REMANEJAMENTO - BL E VOIP
31/08/2021;RS;PORTO ALEGRE;5;REMANEJAMENTO - BL E VOIP
31/08/2021;RS;VIAMAO;1;REMANEJAMENTO - BL E VOIP
31/08/2021;SC;BRUSQUE;1;REMANEJAMENTO - BL E VOIP
31/08/2021;SC;ITAJAI;1;REMANEJAMENTO - BL E VOIP
31/08/2021;SP;SAO PAULO;1;REMANEJAMENTO - BL
31/12/2021;AC;RIO BRANCO;1;REMANEJAMENTO - BL E VOIP
31/12/2021;BA;ITABUNA;2;REMANEJAMENTO - BL E VOIP
31/12/2021;BA;SALVADOR;4;REMANEJAMENTO - BL E VOIP
31/12/2021;MG;CONTAGEM;2;REMANEJAMENTO - BL
31/12/2021;MG;GOVERNADOR VALADARES;1;REMANEJAMENTO - VOIP
31/12/2021;MT;SINOP;2;REMANEJAMENTO - BL E VOIP
31/12/2021;RJ;DUQUE DE CAXIAS;1;REMANEJAMENTO - BL E VOIP
31/12/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - BL
31/12/2021;RJ;PETROPOLIS;2;REMANEJAMENTO - BL E VOIP
31/12/2021;RO;PORTO VELHO;1;REMANEJAMENTO - BL
31/12/2021;RS;PASSO FUNDO;1;REMANEJAMENTO - BL E VOIP
31/12/2021;RS;SANTO ANGELO;1;REMANEJAMENTO - BL
31/12/2021;RS;SAO LOURENCO DO SUL;1;REMANEJAMENTO - BL
31/12/2021;RS;VIAMAO;2;REMANEJAMENTO - BL
26/06/2021;GO;GOIANIA;2;REMANEJAMENTO - BL
26/06/2021;MG;BETIM;4;REMANEJAMENTO - BL E VOIP
26/06/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL E VOIP
26/06/2021;MS;DOURADOS;1;REMANEJAMENTO - BL
26/06/2021;MT;CUIABA;1;REMANEJAMENTO - BL
26/06/2021;PB;CAMPINA GRANDE;1;REMANEJAMENTO - BL E VOIP
26/06/2021;PR;CASCAVEL;2;REMANEJAMENTO - BL
26/06/2021;PR;MARINGA;3;REMANEJAMENTO - BL E VOIP
26/06/2021;PR;PINHAIS;1;REMANEJAMENTO - BL
26/06/2021;PR;SAO JOSE DOS PINHAIS;1;REMANEJAMENTO - VOIP
26/06/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL E VOIP
26/06/2021;RJ;CAMPOS DOS GOYTACAZES;2;REMANEJAMENTO - BL E VOIP
26/06/2021;RJ;QUEIMADOS;1;REMANEJAMENTO - BL E VOIP
26/06/2021;RJ;RIO DE JANEIRO;2;REMANEJAMENTO - BL E VOIP E IPTV
26/06/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL
26/06/2021;RN;NATAL;1;REMANEJAMENTO - BL
26/06/2021;RS;CAXIAS DO SUL;1;REMANEJAMENTO - BL E VOIP
26/06/2021;SE;ARACAJU;1;REMANEJAMENTO - BL
26/07/2021;BA;BARREIRAS;2;REMANEJAMENTO - BL E VOIP
26/07/2021;CE;FORTALEZA;1;REMANEJAMENTO - VOIP
26/07/2021;GO;APARECIDA DE GOIANIA;1;REMANEJAMENTO - VOIP
26/07/2021;GO;GOIANIA;1;REMANEJAMENTO - BL
26/07/2021;MG;BELO HORIZONTE;1;REMANEJAMENTO - IPTV
26/07/2021;MT;RONDONOPOLIS;2;REMANEJAMENTO - BL E VOIP
26/07/2021;MT;SINOP;1;REMANEJAMENTO - BL E VOIP
26/07/2021;PA;BELEM;4;REMANEJAMENTO - BL E VOIP
26/07/2021;PI;TERESINA;2;REMANEJAMENTO - BL
26/07/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - BL
26/07/2021;RJ;NILOPOLIS;6;REMANEJAMENTO - BL E VOIP
26/07/2021;RS;ALVORADA;2;REMANEJAMENTO - BL E VOIP E IPTV
26/07/2021;RS;NOVO HAMBURGO;1;REMANEJAMENTO - VOIP
26/07/2021;RS;VIAMAO;1;REMANEJAMENTO - BL
26/07/2021;SC;ITAJAI;1;REMANEJAMENTO - BL
26/07/2021;SE;ARACAJU;1;REMANEJAMENTO - VOIP
26/08/2021;AL;ARAPIRACA;1;REMANEJAMENTO - BL E VOIP
26/08/2021;AM;MANAUS;1;REMANEJAMENTO - BL
26/08/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - VOIP
26/08/2021;BA;TEIXEIRA DE FREITAS;2;REMANEJAMENTO - BL E VOIP
26/08/2021;BA;VITORIA DA CONQUISTA;2;REMANEJAMENTO - BL E VOIP
26/08/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
26/08/2021;MA;SANTA INES;1;REMANEJAMENTO - BL E VOIP
26/08/2021;MG;BELO HORIZONTE;7;REMANEJAMENTO - BL E VOIP
26/08/2021;MG;MONTES CLAROS;1;REMANEJAMENTO - BL
26/08/2021;MG;SETE LAGOAS;4;REMANEJAMENTO - BL E VOIP
26/08/2021;PR;COLOMBO;5;REMANEJAMENTO - BL E VOIP
26/08/2021;PR;PONTA GROSSA;1;REMANEJAMENTO - VOIP
26/08/2021;RJ;ANGRA DOS REIS;1;REMANEJAMENTO - BL
26/08/2021;RJ;BELFORD ROXO;1;REMANEJAMENTO - VOIP
26/08/2021;RJ;NILOPOLIS;1;REMANEJAMENTO - IPTV
26/08/2021;RJ;PETROPOLIS;1;REMANEJAMENTO - BL E VOIP E IPTV
26/08/2021;RJ;RIO DE JANEIRO;7;REMANEJAMENTO - BL
26/08/2021;RJ;SAO JOAO DE MERITI;1;REMANEJAMENTO - BL E VOIP E IPTV
26/08/2021;RR;BOA VISTA;1;REMANEJAMENTO - BL
26/08/2021;RS;ALVORADA;1;REMANEJAMENTO - BL
26/08/2021;RS;PORTO ALEGRE;1;REMANEJAMENTO - BL
26/08/2021;RS;SANTA MARIA;1;REMANEJAMENTO - BL E VOIP
26/08/2021;SC;CRICIUMA;1;REMANEJAMENTO - BL
26/08/2021;SC;ITAJAI;3;REMANEJAMENTO - BL E VOIP
26/08/2021;SC;JOINVILLE;1;REMANEJAMENTO - BL
26/10/2021;BA;PAULO AFONSO;1;REMANEJAMENTO - BL E VOIP
26/10/2021;ES;CARIACICA;1;REMANEJAMENTO - BL E VOIP
26/10/2021;GO;RIO VERDE;1;REMANEJAMENTO - BL E VOIP
26/10/2021;MA;SAO LUIS;3;REMANEJAMENTO - BL
26/10/2021;MG;PATROCINIO;1;REMANEJAMENTO - BL E VOIP
26/10/2021;MG;UBA;1;REMANEJAMENTO - BL
26/10/2021;MG;VARGINHA;1;REMANEJAMENTO - BL
26/10/2021;PE;RECIFE;1;REMANEJAMENTO - BL
26/10/2021;PR;ALMIRANTE TAMANDARE;1;REMANEJAMENTO - BL
26/10/2021;PR;CASCAVEL;1;REMANEJAMENTO - BL E VOIP
26/10/2021;RJ;BARRA MANSA;1;REMANEJAMENTO - BL E VOIP
26/10/2021;RJ;CABO FRIO;1;REMANEJAMENTO - BL
26/10/2021;RJ;PETROPOLIS;3;REMANEJAMENTO - BL
26/10/2021;RJ;RIO DE JANEIRO;1;REMANEJAMENTO - VOIP
26/10/2021;RJ;SAO GONCALO;2;REMANEJAMENTO - BL E VOIP
26/10/2021;RJ;SAO JOAO DE MERITI;9;REMANEJAMENTO - BL
26/10/2021;RS;CAMAQUA;1;REMANEJAMENTO - BL E VOIP
26/10/2021;RS;NOVO HAMBURGO;3;REMANEJAMENTO - BL E VOIP
26/10/2021;RS;SANTA CRUZ DO SUL;1;REMANEJAMENTO - BL E VOIP
26/10/2021;SC;FLORIANOPOLIS;3;REMANEJAMENTO - BL
26/10/2021;SC;RIO DO SUL;1;REMANEJAMENTO - BL
26/11/2021;BA;EUNAPOLIS;1;REMANEJAMENTO - BL E VOIP
26/11/2021;CE;FORTALEZA;1;REMANEJAMENTO - BL E VOIP E IPTV
26/11/2021;DF;BRASILIA;1;REMANEJAMENTO - BL E VOIP E IPTV
26/11/2021;ES;SERRA;1;REMANEJAMENTO - VOIP
26/11/2021;GO;APARECIDA DE GOIANIA;5;REMANEJAMENTO - BL E VOIP
26/11/2021;MG;BELO HORIZONTE;2;REMANEJAMENTO - VOIP
26/11/2021;MG;BETIM;1;REMANEJAMENTO - VOIP
26/11/2021;MG;NOVA LIMA;1;REMANEJAMENTO - IPTV
26/11/2021;MG;UBA;1;REMANEJAMENTO - BL
26/11/2021;MS;DOURADOS;3;REMANEJAMENTO - BL E VOIP
26/11/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL E VOIP E IPTV
26/11/2021;PA;BELEM;2;REMANEJAMENTO - BL
26/11/2021;PI;PARNAIBA;1;REMANEJAMENTO - BL E VOIP
26/11/2021;PI;TERESINA;1;REMANEJAMENTO - IPTV
26/11/2021;PR;PIRAQUARA;1;REMANEJAMENTO - BL
26/11/2021;RJ;ARARUAMA;1;REMANEJAMENTO - BL E VOIP
26/11/2021;RJ;ARMACAO DOS BUZIOS;4;REMANEJAMENTO - BL E VOIP
17/09/2021;MG;RIBEIRAO DAS NEVES;1;REMANEJAMENTO - BL
17/09/2021;MG;VESPASIANO;1;REMANEJAMENTO - BL E VOIP
17/09/2021;PA;ANANINDEUA;1;REMANEJAMENTO - BL E VOIP
17/09/2021;PE;RECIFE;3;REMANEJAMENTO - BL E VOIP
